gene_id	transcript_id	swissprot_sseqid	swissprot_evalue	swissprot_bitscore	swissprot_title	uniref90_sseqid	uniref90_evalue	uniref90_bitscore	uniref90_title	pfam_ids	interpro_ids	GO_terms	signature_descriptions	interpro_descriptions
g17498	g17498.t1	sp|Q9FJX5|BT4_ARATH	119	2	8	UniRef90_A0AAE1J4H0	0	0	1	PF00651;PF02135	IPR000197;IPR000210;IPR011333;IPR035898	GO:0005515(InterPro)	BTB domain profile.;BTB/POZ domain;BTB_4;POZ domain;TAZ domain;TAZ zinc finger;TAZ_2;Zinc finger TAZ-type profile.	BTB/POZ domain;SKP1/BTB/POZ domain superfamily;TAZ domain superfamily;Zinc finger, TAZ-type
g17499	g17499.t1	sp|Q2TAW0|CNDG2_XENLA	264	3	160	UniRef90_A0AAE1J4T8	18	1	1	PF12422	IPR016024;IPR024741	GO:0005634(InterPro)	ARM repeat;Condensin II non structural maintenance of chromosomes subunit	Armadillo-type fold;Condensin-2 complex subunit G2
g17500	g17500.t1	-	-	-	-	UniRef90_A0AAE1J4T8	5	0	1	-	-	-	-	-
g17501	g17501.t1	sp|O81108|ACA2_ARATH	196	4	13	UniRef90_A0AAE1J3T5	50	2	1	PF00122;PF00689;PF00690;PF00702;PF12515;PF13246	IPR004014;IPR006068;IPR008250;IPR018303;IPR023298;IPR023299;IPR024750;IPR036412	GO:0000166(InterPro);GO:0005516(InterPro)	Ca2+-ATPase N terminal autoinhibitory domain;Calcium ATPase, transduction domain A;Calcium ATPase, transmembrane domain M;Cation transport ATPase (P-type);Cation transporter/ATPase, N-terminus;Cation transporting ATPase, C-terminus;E1-E2 ATPase;E1-E2 ATPases phosphorylation site.;HAD-like;Metal cation-transporting ATPase, ATP-binding domain N;haloacid dehalogenase-like hydrolase	Calcium-transporting P-type ATPase, N-terminal autoinhibitory domain;Cation-transporting P-type ATPase, C-terminal;Cation-transporting P-type ATPase, N-terminal;HAD-like superfamily;P-type ATPase, A domain superfamily;P-type ATPase, cytoplasmic domain N;P-type ATPase, phosphorylation site;P-type ATPase, transmembrane domain superfamily
g17501	g17501.t2	sp|O81108|ACA2_ARATH	183	3	5	UniRef90_A0AAE1J3T5	30	0	1	PF00122;PF00689;PF00690;PF00702;PF12515;PF13246	IPR004014;IPR006068;IPR008250;IPR018303;IPR023298;IPR023299;IPR024750;IPR036412	GO:0000166(InterPro);GO:0005516(InterPro)	Ca2+-ATPase N terminal autoinhibitory domain;Calcium ATPase, transduction domain A;Calcium ATPase, transmembrane domain M;Cation transport ATPase (P-type);Cation transporter/ATPase, N-terminus;Cation transporting ATPase, C-terminus;E1-E2 ATPase;E1-E2 ATPases phosphorylation site.;HAD-like;Metal cation-transporting ATPase, ATP-binding domain N;haloacid dehalogenase-like hydrolase	Calcium-transporting P-type ATPase, N-terminal autoinhibitory domain;Cation-transporting P-type ATPase, C-terminal;Cation-transporting P-type ATPase, N-terminal;HAD-like superfamily;P-type ATPase, A domain superfamily;P-type ATPase, cytoplasmic domain N;P-type ATPase, phosphorylation site;P-type ATPase, transmembrane domain superfamily
g17502	g17502.t1	sp|Q9FJX3|VDAC2_ARATH	88	0	1	UniRef90_A0AAE1MEN9	0	0	1	PF01459	IPR027246	GO:0005741(InterPro);GO:0055085(InterPro)	Eukaryotic porin	Eukaryotic porin/Tom40
g17503	g17503.t1	sp|P51414|RL261_ARATH	16	0	1	UniRef90_A0AAV0J6V1	7	0	1	PF00467;PF16906	IPR005756;IPR005824;IPR005825;IPR008991	GO:0003735(InterPro);GO:0005840(InterPro);GO:0006412(InterPro);GO:0015934(InterPro)	KOW motif;Ribosomal protein L24 signature.;Ribosomal proteins L26 eukaryotic, L24P archaeal;Translation proteins SH3-like domain;kow_9	KOW;Large ribosomal subunit protein uL24, conserved site;Large ribosomal subunit protein uL24, eukaryotic/archaeal;Translation protein SH3-like domain superfamily
g17504	g17504.t1	sp|Q9FJX0|PPIL2_ARATH	138	6	1	UniRef90_A0AAE1MJ87	0	0	1	PF00160	IPR002130;IPR003613;IPR020892;IPR029000	GO:0000413(InterPro);GO:0003755(InterPro);GO:0004842(InterPro);GO:0006457(InterPro);GO:0016567(InterPro)	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD;Cyclophilin-like;Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain profile.;Cyclophilin-type peptidyl-prolyl cis-trans isomerase signature.;RING/U-box;U-box domain profile.;Ubox_2	Cyclophilin-like domain superfamily;Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain;Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site;U-box domain
g17505	g17505.t1	sp|Q9SZF7|SHR_ARATH	125	7	93	UniRef90_A0AAE1J5K4	1	0	1	PF03514	IPR005202	-	GRAS domain family;GRAS family profile.	Transcription factor GRAS
g17506	g17506.t1	-	-	-	-	UniRef90_A0AAE1J696	3	0	1	PF04616	IPR006710;IPR023296	GO:0004553(InterPro);GO:0005975(InterPro)	Arabinanase/levansucrase/invertase;Glycosyl hydrolases family 43;Prokaryotic membrane lipoprotein lipid attachment site profile.	Glycoside hydrolase, family 43;Glycosyl hydrolase, five-bladed beta-propeller domain superfamily
g17507	g17507.t1	sp|Q8VWK4|TRB1_ARATH	110	5	1	UniRef90_A0AAE1J2B4	0	0	1	PF00249;PF00538	IPR001005;IPR005818;IPR009057;IPR017930;IPR036390	GO:0000786(InterPro);GO:0003677(InterPro);GO:0006334(InterPro)	"Winged helix" DNA-binding domain;Homeodomain-like;Linker histone H1/H5 globular (H15) domain profile.;Myb-like DNA-binding domain;Myb-like domain profile.;Myb-type HTH DNA-binding domain profile.;h15plus2;linker histone H1 and H5 family;sant	Homedomain-like superfamily;Linker histone H1/H5, domain H15;Myb domain;SANT/Myb domain;Winged helix DNA-binding domain superfamily
g17508	g17508.t1	sp|B5X4Z4|NAGS2_ARATH	145	3	62	UniRef90_A0AAE1J4U8	3	0	1	PF00583;PF00696	IPR000182;IPR001048;IPR016181;IPR036393	GO:0016747(InterPro)	Acetyltransferase (GNAT) family;Acyl-CoA N-acyltransferases (Nat);Amino acid kinase family;Carbamate kinase-like;Gcn5-related N-acetyltransferase (GNAT) domain profile.	Acetylglutamate kinase-like superfamily;Acyl-CoA N-acyltransferase;Aspartate/glutamate/uridylate kinase;GNAT domain
g17508	g17508.t2	sp|B5X4Z4|NAGS2_ARATH	136	3	77	UniRef90_UPI0010A59715	75	1	1	PF00583;PF00696	IPR000182;IPR001048;IPR016181;IPR036393	GO:0016747(InterPro)	Acetyltransferase (GNAT) family;Acyl-CoA N-acyltransferases (Nat);Amino acid kinase family;Carbamate kinase-like;Gcn5-related N-acetyltransferase (GNAT) domain profile.	Acetylglutamate kinase-like superfamily;Acyl-CoA N-acyltransferase;Aspartate/glutamate/uridylate kinase;GNAT domain
g17509	g17509.t1	-	-	-	-	UniRef90_A0AAE1JX95	125	1	1	PF02992;PF13963	IPR004242;IPR029480	-	Transposase family tnp2;Transposase-associated domain	Transposase-associated domain;Transposon, En/Spm-like
g17510	g17510.t1	-	-	-	-	UniRef90_A0AAE1JX95	125	1	1	PF13952;PF13960	IPR025312;IPR025452	-	Domain of unknown function (DUF4216);Domain of unknown function (DUF4218)	Domain of unknown function DUF4216;Domain of unknown function DUF4218
g17511	g17511.t1	-	-	-	-	UniRef90_A0AAE1MN75	124	5	80	PF03004	IPR004252	-	Plant transposase (Ptta/En/Spm family)	Probable transposase, Ptta/En/Spm, plant
g17512	g17512.t1	sp|Q9FJW3|WIH1_ARATH	7	0	108	UniRef90_A0AAE1JZW9	1	0	1	PF12734	IPR028144	-	Cysteine-rich TM module stress tolerance	Cysteine-rich transmembrane domain
g17513	g17513.t1	-	-	-	-	UniRef90_A0AAE1K2T6	0	0	1	PF14009	IPR025322	-	PADRE domain	PADRE domain
g17514	g17514.t1	sp|Q9SZG0|HHP4_ARATH	70	2	13	UniRef90_A0AAE1J2A7	0	0	1	PF03006	IPR004254	GO:0016020(InterPro)	Haemolysin-III related	AdipoR/Haemolysin-III-related
g17515	g17515.t1	-	-	-	-	UniRef90_A0AAE1MCN8	0	0	1	-	-	-	-	-
g17515	g17515.t2	-	-	-	-	UniRef90_A0AAE1MCN8	0	0	1	-	-	-	-	-
g17516	g17516.t1	sp|Q058P4|PUB30_ARATH	114	1	1	UniRef90_A0AAE1MHS2	0	0	1	PF04564;PF25598	IPR003613;IPR016024	GO:0004842(InterPro);GO:0016567(InterPro)	ARM repeat;Plant U-box protein ARM repeat region;RING/U-box;U-box domain;U-box domain profile.;Ubox_2	Armadillo-type fold;U-box domain
g17517	g17517.t1	-	-	-	-	UniRef90_A0AAE1MEM5	1	0	1	-	-	-	-	-
g17518	g17518.t1	-	-	-	-	UniRef90_A0AAE1MJ92	123	3	1	-	IPR016024	-	ARM repeat	Armadillo-type fold
g17519	g17519.t1	-	-	-	-	UniRef90_A0AAE1MJ92	125	3	1	-	IPR016024	-	ARM repeat	Armadillo-type fold
g17520	g17520.t1	-	-	-	-	UniRef90_A0AAE1MT63	47	0	108	PF03732	IPR005162	-	Retrotransposon gag protein	Retrotransposon gag domain
g17521	g17521.t1	-	-	-	-	UniRef90_UPI0010A330D5	129	6	76	-	IPR016024	-	ARM repeat	Armadillo-type fold
g17522	g17522.t1	-	-	-	-	UniRef90_A0AAE1JX95	280	2	1	PF02992;PF13952;PF13960;PF13963	IPR004242;IPR025312;IPR025452;IPR029480	-	Domain of unknown function (DUF4216);Domain of unknown function (DUF4218);Transposase family tnp2;Transposase-associated domain	Domain of unknown function DUF4216;Domain of unknown function DUF4218;Transposase-associated domain;Transposon, En/Spm-like
g17523	g17523.t1	sp|Q8BIV3|RNBP6_MOUSE	477	26	297	UniRef90_A0AAE1MJ92	7	1	1	-	IPR016024	-	ARM repeat	Armadillo-type fold
g17524	g17524.t1	-	-	-	-	UniRef90_A0AAE1J4J3	0	0	1	-	-	-	-	-
g17525	g17525.t1	sp|Q9SZG3|VQ29_ARATH	14	2	26	UniRef90_A0AAE1J4V8	0	0	1	PF05678	IPR008889	-	VQ motif	VQ
g17526	g17526.t1	-	-	-	-	UniRef90_A0AAE1J3V2	24	0	1	PF03909	IPR005607;IPR035925	-	BSD domain;BSD domain profile.;BSD domain-like;wurzfinal6	BSD domain;BSD domain superfamily
g17527	g17527.t1	sp|Q9FHP1|ACR1_ARATH	203	7	1	UniRef90_A0AAE1K2U3	1	0	1	PF01842	IPR002912;IPR045865	-	ACT domain;ACT domain profile.;ACT-like	ACT domain;ACT-like domain
g17528	g17528.t1	sp|Q9M2Y0|PSK3_ARATH	44	0	1	UniRef90_A0AAE1J2B7	0	0	1	PF06404	IPR009438	GO:0005576(InterPro);GO:0008083(InterPro);GO:0008283(InterPro)	Phytosulfokine precursor protein (PSK)	Phytosulfokine
g17529	g17529.t1	sp|Q9LQ65|BZIP4_ARATH	55	1	73	UniRef90_A0AAE1MHS7	1	0	1	PF00170	IPR004827;IPR046347	GO:0003700(InterPro);GO:0006355(InterPro)	Basic-leucine zipper (bZIP) domain profile.;Basic-leucine zipper (bZIP) domain signature.;Leucine zipper domain;bZIP transcription factor;brlzneu	Basic-leucine zipper domain;Basic-leucine zipper domain superfamily
g17530	g17530.t1	-	-	-	-	UniRef90_A0AAE1MEP6	7	0	1	-	-	-	-	-
g17531	g17531.t1	sp|Q148E0|PXL2C_BOVIN	123	8	14	UniRef90_A0AAE1MEN0	1	0	1	PF13911	IPR032801;IPR036249	-	AhpC/TSA antioxidant enzyme;Thioredoxin-like	Peroxiredoxin-like 2A/B/C;Thioredoxin-like superfamily
g17532	g17532.t1	sp|A0A140JWS5|PTMH_PENOH	179	6	3	UniRef90_A0AAE1J258	1	0	1	PF00106	IPR002347;IPR020904;IPR036291	-	NAD(P)-binding Rossmann-fold domains;Short-chain dehydrogenases/reductases family signature.;short chain dehydrogenase	NAD(P)-binding domain superfamily;Short-chain dehydrogenase/reductase SDR;Short-chain dehydrogenase/reductase, conserved site
g17533	g17533.t1	sp|Q84Z02|CRL5_ORYSJ	293	10	11	UniRef90_A0AAE1J5M3	1	1	1	PF00847	IPR001471;IPR016177	GO:0003677(InterPro);GO:0003700(InterPro);GO:0006355(InterPro)	AP2 domain;AP2/ERF domain profile.;DNA-binding domain;rav1_2	AP2/ERF domain;DNA-binding domain superfamily
g17533	g17533.t2	sp|Q38914|ANT_ARATH	172	17	63	UniRef90_A0AAE1J5M3	1	0	1	PF00847	IPR001471;IPR016177	GO:0003677(InterPro);GO:0003700(InterPro);GO:0006355(InterPro)	AP2 domain;AP2/ERF domain profile.;DNA-binding domain;rav1_2	AP2/ERF domain;DNA-binding domain superfamily
g17534	g17534.t1	sp|Q0WTB4|Y3725_ARATH	187	12	44	UniRef90_A0AAE1J6B4	1	0	1	PF01926;PF13167;PF16360	IPR006073;IPR025121;IPR027417;IPR030394;IPR032305	GO:0005525(InterPro)	50S ribosome-binding GTPase;GTP-binding GTPase Middle Region;GTP-binding GTPase N-terminal;HflX-type guanine nucleotide-binding (G) domain profile.;P-loop containing nucleoside triphosphate hydrolases	GTP binding domain;GTP-binding protein, middle domain;GTPase HflX, N-terminal;HflX-type guanine nucleotide-binding (G) domain;P-loop containing nucleoside triphosphate hydrolase
g17535	g17535.t1	sp|P37821|1A1C_MALDO	99	4	1	UniRef90_A0AAE1J2D3	1	0	1	PF00155	IPR004838;IPR004839;IPR015424	GO:0003824(InterPro);GO:0009058(InterPro);GO:0030170(InterPro)	Aminotransferase class I and II;Aminotransferases class-I pyridoxal-phosphate attachment site.;PLP-dependent transferases	Aminotransferase, class I/classII, large domain;Aminotransferases, class-I, pyridoxal-phosphate-binding site;Pyridoxal phosphate-dependent transferase
g17536	g17536.t1	sp|Q9M2Y9|RAX3_ARATH	12	0	1	UniRef90_A0AAE1J4K3	0	0	1	PF00249	IPR001005;IPR009057;IPR017930	-	Homeodomain-like;Myb-like DNA-binding domain;Myb-like domain profile.;Myb-type HTH DNA-binding domain profile.;sant	Homedomain-like superfamily;Myb domain;SANT/Myb domain
g17537	g17537.t1	sp|K7QHS5|BCAT2_HUMLU	85	2	5	UniRef90_A0AAE1J4W9	0	0	1	PF01063	IPR001544;IPR018300;IPR036038	GO:0003824(InterPro)	Amino-transferase class IV;Aminotransferases class-IV signature.;D-aminoacid aminotransferase-like PLP-dependent enzymes	Aminotransferase class IV;Aminotransferase, class IV, conserved site;Aminotransferase-like, PLP-dependent enzymes
g17538	g17538.t1	sp|Q01910|TF107_SCHPM	552	14	585	UniRef90_A0AAE1IW40	493	7	110	PF00078;PF03732;PF08284;PF17917;PF17921;PF24626	IPR000477;IPR000953;IPR001584;IPR001878;IPR005162;IPR012337;IPR016197;IPR021109;IPR041373;IPR041588;IPR043502;IPR056924	GO:0003676(InterPro);GO:0008270(InterPro);GO:0015074(InterPro)	Acid proteases;Chromo and chromo shadow domain profile.;Chromo domain-like;DNA/RNA polymerases;Integrase catalytic domain profile.;Integrase zinc binding domain;RNase H-like domain found in reverse transcriptase;Retrotransposon gag protein;Retroviral aspartyl protease;Reverse transcriptase (RNA-dependent DNA polymerase);Reverse transcriptase (RT) catalytic domain profile.;Ribonuclease H-like;Tf2-1-like, SH3 domain;Zinc finger CCHC-type profile.;c2hcfinal6	Aspartic peptidase domain superfamily;Chromo-like domain superfamily;Chromo/chromo shadow domain;DNA/RNA polymerase superfamily;Integrase zinc-binding domain;Integrase, catalytic core;Retrotransposon gag domain;Reverse transcriptase domain;Reverse transcriptase, RNase H-like domain;Ribonuclease H-like superfamily;Tf2-1-like, SH3-like domain;Zinc finger, CCHC-type
g17539	g17539.t1	sp|P46604|HAT22_ARATH	82	10	5	UniRef90_A0AAE1J3W2	0	0	1	PF00046;PF02183	IPR001356;IPR003106;IPR009057;IPR017970	GO:0000981(InterPro);GO:0003677(InterPro);GO:0006355(InterPro);GO:0043565(InterPro)	'Homeobox' domain profile.;'Homeobox' domain signature.;HOX_1;Homeobox associated leucine zipper;Homeodomain;Homeodomain-like;halz	Homedomain-like superfamily;Homeobox, conserved site;Homeodomain;Leucine zipper, homeobox-associated
g17540	g17540.t1	sp|Q8LF99|XTH6_ARATH	53	0	20	UniRef90_A0AAE1K2V2	1	0	1	PF00722;PF06955	IPR000757;IPR008263;IPR010713;IPR013320	GO:0004553(InterPro);GO:0005618(InterPro);GO:0005975(InterPro);GO:0016762(InterPro);GO:0044042(InterPro);GO:0048046(InterPro)	Concanavalin A-like lectins/glucanases;Glycosyl hydrolases family 16;Glycosyl hydrolases family 16 (GH16) domain profile.;Glycosyl hydrolases family 16 active sites.;Xyloglucan endo-transglycosylase (XET) C-terminus	Beta-glucanase-like, N-terminal domain;Concanavalin A-like lectin/glucanase domain superfamily;Glycoside hydrolase, family 16, active site;Xyloglucan endo-transglycosylase, C-terminal
g17541	g17541.t1	-	-	-	-	UniRef90_A0AAV1YJ36	183	9	31	PF02042	IPR003035	-	RWP-RK domain;RWP-RK domain profile.	RWP-RK domain
g17542	g17542.t1	sp|Q9T068|EPFL2_ARATH	50	5	14	UniRef90_A0AAE1MHT2	0	0	1	PF17181	-	-	Epidermal patterning factor proteins	-
g17543	g17543.t1	-	-	-	-	UniRef90_A0AAE1MEQ1	39	0	1	-	-	-	-	-
g17544	g17544.t1	sp|Q9T070|COX6A_ARATH	25	0	1	UniRef90_A0AAE1MJA2	0	1	1	-	IPR036418	-	Mitochondrial cytochrome c oxidase subunit VIa	Cytochrome c oxidase, subunit VIa superfamily
g17544	g17544.t2	sp|Q9T070|COX6A_ARATH	25	1	1	UniRef90_A0AAE1MJA2	2	0	1	PF02046	IPR001349;IPR036418	GO:0005743(InterPro)	Cytochrome c oxidase subunit VIa;Mitochondrial cytochrome c oxidase subunit VIa	Cytochrome c oxidase, subunit VIa;Cytochrome c oxidase, subunit VIa superfamily
g17545	g17545.t1	-	-	-	-	UniRef90_A0AAE1J262	0	0	1	-	-	-	-	-
g17546	g17546.t1	sp|P33629|TBA_PRUDU	3	0	1	UniRef90_A0AAE1J5N0	0	0	1	PF00091;PF03953	IPR003008;IPR008280;IPR017975;IPR018316;IPR036525	GO:0005525(InterPro);GO:0005874(InterPro);GO:0007017(InterPro)	Tubulin C-terminal domain;Tubulin C-terminal domain-like;Tubulin nucleotide-binding domain-like;Tubulin subunits alpha, beta, and gamma signature.;Tubulin/FtsZ family, GTPase domain;Tubulin_4;Tubulin_C_4	Tubulin, conserved site;Tubulin/FtsZ, 2-layer sandwich domain;Tubulin/FtsZ, C-terminal;Tubulin/FtsZ, GTPase domain;Tubulin/FtsZ, GTPase domain superfamily
g17547	g17547.t1	sp|P46488|MDHG_CUCSA	49	1	1	UniRef90_A0AAE1J6C4	3	0	1	PF00056;PF02866	IPR001236;IPR001252;IPR015955;IPR022383;IPR036291	GO:0003824(InterPro);GO:0006108(InterPro);GO:0016491(InterPro);GO:0016615(InterPro);GO:0016616(InterPro)	LDH C-terminal domain-like;Malate dehydrogenase active site signature.;NAD(P)-binding Rossmann-fold domains;lactate/malate dehydrogenase, NAD binding domain;lactate/malate dehydrogenase, alpha/beta C-terminal domain	Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal;Lactate/malate dehydrogenase, C-terminal;Lactate/malate dehydrogenase, N-terminal;Malate dehydrogenase, active site;NAD(P)-binding domain superfamily
g17548	g17548.t1	-	-	-	-	UniRef90_A0AAV1YJ36	178	9	31	PF02042	IPR003035	-	RWP-RK domain;RWP-RK domain profile.	RWP-RK domain
g17549	g17549.t1	sp|O49545|BAME1_ARATH	42	1	587	UniRef90_A0AAE1J2D9	1	0	1	PF00560;PF07714;PF08263;PF13855	IPR000719;IPR001245;IPR001611;IPR003591;IPR008271;IPR011009;IPR013210	GO:0004672(InterPro);GO:0005515(InterPro);GO:0005524(InterPro);GO:0006468(InterPro)	L domain-like;LRR_typ_2;Leucine Rich Repeat;Leucine rich repeat;Leucine rich repeat N-terminal domain;Protein kinase domain profile.;Protein kinase-like (PK-like);Protein tyrosine and serine/threonine kinase;RNI-like;Serine/Threonine protein kinases active-site signature.;serkin_6	Leucine-rich repeat;Leucine-rich repeat, typical subtype;Leucine-rich repeat-containing N-terminal, plant-type;Protein kinase domain;Protein kinase-like domain superfamily;Serine-threonine/tyrosine-protein kinase, catalytic domain;Serine/threonine-protein kinase, active site
g17550	g17550.t1	-	-	-	-	UniRef90_A0AAE1JPJ5	26	0	1	-	-	-	-	-
g17551	g17551.t1	sp|Q9T072|BH025_ARATH	109	4	132	UniRef90_A0AAE1J4L5	5	0	1	PF00010;PF22754	IPR011598;IPR036638;IPR054502	GO:0046983(InterPro)	HLH, helix-loop-helix DNA-binding domain;Helix-loop-helix DNA-binding domain;Myc-type, basic helix-loop-helix (bHLH) domain profile.;Plant bHLH transcription factor, ACT-like domain;finulus	Helix-loop-helix DNA-binding domain superfamily;Myc-type, basic helix-loop-helix (bHLH) domain;Plant bHLH transcription factor, ACT-like domain
g17551	g17551.t2	sp|Q9T072|BH025_ARATH	109	4	162	UniRef90_A0AAE1J4L5	5	0	31	PF00010;PF22754	IPR011598;IPR036638;IPR054502	GO:0046983(InterPro)	HLH, helix-loop-helix DNA-binding domain;Helix-loop-helix DNA-binding domain;Myc-type, basic helix-loop-helix (bHLH) domain profile.;Plant bHLH transcription factor, ACT-like domain;finulus	Helix-loop-helix DNA-binding domain superfamily;Myc-type, basic helix-loop-helix (bHLH) domain;Plant bHLH transcription factor, ACT-like domain
g17552	g17552.t1	sp|P11369|LORF2_MOUSE	204	5	368	UniRef90_A0AAE1JPP2	199	0	1	PF00078;PF03372	IPR000477;IPR005135;IPR036691;IPR043502	GO:0003824(InterPro)	DNA/RNA polymerases;DNase I-like;Endonuclease/Exonuclease/phosphatase family;Reverse transcriptase (RNA-dependent DNA polymerase);Reverse transcriptase (RT) catalytic domain profile.	DNA/RNA polymerase superfamily;Endonuclease/exonuclease/phosphatase;Endonuclease/exonuclease/phosphatase superfamily;Reverse transcriptase domain
g17553	g17553.t1	sp|Q9T072|BH025_ARATH	128	4	87	UniRef90_A0AAE1J4X6	1	0	1	PF00010	IPR011598;IPR036638	GO:0046983(InterPro)	HLH, helix-loop-helix DNA-binding domain;Helix-loop-helix DNA-binding domain;Myc-type, basic helix-loop-helix (bHLH) domain profile.;finulus	Helix-loop-helix DNA-binding domain superfamily;Myc-type, basic helix-loop-helix (bHLH) domain
g17554	g17554.t1	sp|Q9M2Z2|WDR5A_ARATH	86	4	8	UniRef90_A0AAE1J3X2	0	0	1	PF25175	IPR001680;IPR019775;IPR036322	GO:0005515(InterPro)	Trp-Asp (WD) repeats circular profile.;Trp-Asp (WD) repeats profile.;Trp-Asp (WD) repeats signature.;WD40 repeat-like;WD40_4;WDR5 beta-propeller domain	WD40 repeat;WD40 repeat, conserved site;WD40-repeat-containing domain superfamily
g17555	g17555.t1	-	-	-	-	UniRef90_A0AAE1K2V9	0	0	1	PF02517	IPR003675	-	Type II CAAX prenyl endopeptidase Rce1-like	CAAX prenyl protease 2/Lysostaphin resistance protein A-like domain
g17556	g17556.t1	sp|Q9C5C4|ARGE_ARATH	73	0	11	UniRef90_A0AAE1J2D4	0	0	1	PF01546;PF07687	IPR002933;IPR011650;IPR036264	GO:0016787(InterPro)	Bacterial exopeptidase dimerisation domain;Peptidase dimerisation domain;Peptidase family M20/M25/M40;Zn-dependent exopeptidases	Bacterial exopeptidase dimerisation domain;Peptidase M20;Peptidase M20, dimerisation domain
g17557	g17557.t1	sp|O80942|ZFP10_ARATH	19	3	23	UniRef90_A0AAE1MCQ2	3	0	1	PF13912	IPR013087;IPR036236	-	C2H2-type zinc finger;Zinc finger C2H2 type domain profile.;Zinc finger C2H2 type domain signature.;beta-beta-alpha zinc fingers;c2h2final6	Zinc finger C2H2 superfamily;Zinc finger C2H2-type
g17558	g17558.t1	sp|O23620|AHL23_ARATH	50	5	1	UniRef90_A0AAE1MHT7	0	0	1	PF03479	IPR005175	-	AF0104/ALDC/Ptd012-like;PPC domain profile profile.;Plants and Prokaryotes Conserved (PCC) domain	PPC domain
g17559	g17559.t1	-	-	-	-	UniRef90_A0AAE1MEQ4	4	0	1	-	-	-	-	-
g17560	g17560.t1	sp|Q8VYJ2|AHL1_ARATH	84	6	112	UniRef90_A0AAE1MEN8	1	1	1	PF03479	IPR005175	-	AF0104/ALDC/Ptd012-like;PPC domain profile profile.;Plants and Prokaryotes Conserved (PCC) domain	PPC domain
g17561	g17561.t1	-	-	-	-	UniRef90_A0AAE1MJA7	0	0	1	-	-	-	-	-
g17562	g17562.t1	sp|Q9C7Y4|FDC2_ARATH	59	1	1	UniRef90_A0AAE1J273	0	0	1	PF00111	IPR001041;IPR036010	GO:0051536(InterPro)	2Fe-2S ferredoxin-like;2Fe-2S ferredoxin-type iron-sulfur binding domain profile.;2Fe-2S iron-sulfur cluster binding domain	2Fe-2S ferredoxin-like superfamily;2Fe-2S ferredoxin-type iron-sulfur binding domain
g17563	g17563.t1	sp|Q93ZB1|LOL1_ARATH	16	2	1	UniRef90_C6SZ17	6	0	1	PF06943	IPR005735;IPR036280	-	LSD1 zinc finger;Multiheme cytochromes	Multiheme cytochrome superfamily;Zinc finger, LSD1-type
g17564	g17564.t1	sp|Q8RX22|MIP1_ARATH	328	12	1	UniRef90_A0AAE1J2E7	0	0	1	PF13920;PF20235	IPR001841;IPR046527	-	PIR2-like, helical domain;RING/U-box;Zinc finger RING-type profile.;Zinc finger, C3HC4 type (RING finger)	PIR2-like, helical domain;Zinc finger, RING-type
